"inmateid","admitted_dt","discharged_dt","custody_level","bradh","race","gender","age","inmate_status_code","sealed","srg_flg","top_charge","infraction"
"20206698","2022-03-03T11:28:23.000",,"MED","N","W","M","36","CS","N","N","130.65","N"
"20160706","2021-12-17T20:35:01.000",,"MIN","Y","B","M","44","DE","N","N","160.15","N"
"20090195","2022-05-07T12:52:11.000",,"MED","Y","B","M","54","DE","N","N","160.15","N"
"20195726","2022-03-25T00:51:55.000",,"MED","Y","B","M","31","DE","N","N","265.03","N"
"20161423","2021-03-25T20:54:36.000",,"MAX","Y","B","M","29","DEP","N","N","130.35","Y"
"20073697","2021-02-19T01:04:49.000",,"MAX","Y","W","M","31","DE","N","Y","220.21","Y"
"169222","2022-05-29T09:50:18.000",,"MAX","Y","O","M","30","DE","N","N","140.30","N"
"5326","2022-03-12T11:49:25.000",,"MED","Y","B","M","55","DE","N","N","160.10","N"
"20146937","2021-06-13T21:18:29.000",,"MAX","Y","O","M","26","DE","N","Y","110-125.25","Y"
"20022732","2021-12-18T01:31:00.000",,"MED","N","B","M","29","DE","N","N","130.35","N"
"20217984","2022-03-28T16:53:21.000",,"MIN","Y","W","M","57","DE","N","N","C-COM","N"
"59731","2021-09-11T15:00:46.000",,"MAX","Y","B","M","38","DE","N","N","125.25","Y"
"20193448","2021-11-08T13:00:41.000",,"MIN","N","B","M","21","SSR","N","N",,"N"
"20206258","2022-03-22T13:05:43.000",,"MIN","N","O","M","27","CS","N","N","110-120.05","N"
"20206339","2019-08-12T19:08:04.000",,"MAX","N","O","M","24","DE","N","N","125.25","Y"
"20211235","2020-09-14T01:57:08.000",,"MED","Y","B","M","32","DE","N","N","125.25","N"
"20216532","2022-05-16T19:33:02.000",,"MIN","N","O","M","35","DE","N","N","155.35","N"
"20155874","2021-05-05T17:14:00.000",,"MAX","N","B","M","26","DE","N","Y","125.25","Y"
"10967","2022-04-13T12:45:03.000",,"MED","N","B","M","41","DE","N","N","110-125.25","N"
"9694","2021-12-10T21:31:11.000",,"MED","Y","O","M","52","DE","N","N","110-125.25","N"
"57921","2022-06-01T16:18:53.000",,"MIN","N","B","M","39","DE","N","N","265.03","N"
"20006941","2022-05-28T17:23:00.000",,"MED","N","O","M","31","DE","N","Y","155.30","N"
"20205433","2021-01-30T12:39:24.000",,"MAX","N","B","M","21","DE","N","Y","125.25","Y"
"51451","2021-01-16T13:24:38.000",,"MIN","N","O","M","46","DE","N","N","220.16","N"
"20153606","2021-07-01T23:53:48.000",,"MED","Y","B","M","32","DE","N","N","130.95","N"
"20214443","2021-06-12T01:13:16.000",,"MIN","N","B","M","24","DE","N","N","265.02","N"
"20058797","2022-04-21T23:53:22.000",,"MED","Y","O","M","51","DE","N","N","140.25","N"
"20167417","2022-05-06T01:56:38.000",,"MED","Y","O","M","22","DE","N","N","215.51","N"
"97450","2021-12-29T23:03:00.000",,"MED","N","B","M","40","CS","N","Y","140.25","N"
"20047176","2022-03-31T00:37:12.000",,"MAX","N","B","M","28","DE","N","Y","265.03","N"
"20193819","2021-01-16T02:42:26.000",,"MAX","Y","O","M","21","DE","N","Y","125.25","Y"
"20216908","2022-01-01T00:52:03.000",,"MED","Y","A","F","32","DE","N","N","125.25","N"
"20047968","2022-05-03T21:12:34.000",,"MED","Y","B","M","57","DE","N","N","120.05","N"
"13901","2021-05-18T11:50:24.000",,"MIN","N","B","M","58","DE","N","N","110-125.25","N"
"145286","2021-01-09T16:45:24.000",,"MIN","Y","B","M","48","DE","N","N","220.21","N"
"20217912","2022-04-29T16:47:57.000",,"MED","Y","W","F","21","DE","N","N","140.25","N"
"103118","2022-03-08T16:26:36.000",,"MIN","N","O","M","36","CS","N","N","215.50","N"
"20188307","2021-10-13T11:33:33.000",,"MED","N","B","M","41","DEP","N","N","160.15","N"
"20214463","2021-06-14T00:03:10.000",,"MED","Y","O","M","30","DE","N","N","125.25","N"
"61849","2021-04-15T13:16:27.000",,"MED","Y","B","M","51","DE","N","N","160.10","N"
"20208595","2022-04-23T13:07:14.000",,"MIN","Y","O","F","35","DE","N","N","140.25","N"
"20130406","2020-09-18T01:36:00.000",,"MED","N","O","M","39","DE","N","N","130.35","N"
"20134208","2021-02-25T13:10:48.000",,"MAX","Y","O","M","24","DE","N","N","160.15","Y"
"15382","2021-11-30T11:26:45.000",,"MAX","Y","B","M","38","DE","N","Y","160.15","Y"
"38451","2022-03-03T23:41:21.000",,"MIN","N","O","M","40","DE","N","N","265.03","N"
"20077713","2022-02-28T17:58:14.000",,"MED","Y","B","F","57","DE","N","N","120.05","N"
"147437","2022-06-01T17:42:00.000",,"MED","N","B","M","59","DEP","N","N","265.01","N"
"20053530","2022-03-02T16:51:38.000",,"MIN","N","B","M","29","CS","N","N","265.03","N"
"65498","2022-06-02T01:05:00.000",,"MIN","N","B","M","44","DE","N","N","265.03","N"
"21753","2021-12-22T20:11:27.000",,"MED","Y","B","M","37","DE","N","N","120.10","N"
"20209302","2021-10-31T01:22:00.000",,"MAX","Y","W","M","35","DE","N","N","215.51","N"
"20217910","2022-03-21T20:29:28.000",,"MED","N","W","M","24","DE","N","N","130.65","N"
"20215051","2022-06-07T00:54:00.000",,,"N","B","M","19","DE","N","N","265.03","N"
"20124049","2019-07-26T19:57:00.000",,"MAX","Y","B","M","26","DE","N","Y","125.25","Y"
"20118237","2020-02-10T14:53:22.000",,"MAX","Y","O","M","25","DE","N","Y","125.25","Y"
"20218965","2022-06-02T13:01:24.000",,"MIN","Y","B","M","62","DE","N","N","120.05","N"
"20051670","2021-09-22T20:08:08.000",,"MED","N","B","M","29","DE","N","N","265.03","Y"
"20218081","2022-04-04T00:02:01.000",,"MIN","N","A","M","37","DE","N","N","265.03","N"
"20187478","2021-05-02T17:47:08.000",,"MAX","N","O","M","24","DE","N","Y","160.10","Y"
"20216354","2022-03-16T15:05:05.000",,"MAX","Y","B","M","20","CS","N","N","265.02","N"
"20213655","2021-04-07T12:47:00.000",,"MAX","Y","O","M","26","DE","N","N","120.25","Y"
"20054944","2021-12-03T17:17:54.000",,"MAX","N","B","M","27","DE","N","Y","265.03","Y"
"20216034","2021-10-14T02:29:12.000",,"MAX","N","B","M","23","DE","N","N","125.25","Y"
"20164300","2021-12-29T12:55:03.000",,"MAX","Y","B","M","24","DE","N","Y","140.25","Y"
"115621","2021-04-09T18:13:42.000",,"MAX","Y","B","M","32","DE","N","N","120.10","Y"
"20217276","2022-02-03T12:00:37.000",,"MED","Y","B","M","19","DE","N","Y","110-125.25","N"
"54806","2021-06-23T02:01:25.000",,"MAX","Y","B","M","35","DE","N","Y","120.10","Y"
"17583","2021-12-28T12:03:41.000",,"MED","N","B","M","59","DE","N","N","125.25","N"
"20216255","2021-11-04T13:02:46.000",,"MED","Y","O","M","32","DE","N","N","125.25","N"
"161974","2019-11-14T14:33:06.000",,"MED","N","B","M","60","DEP","N","N","215.50","Y"
"20215086","2021-07-28T12:56:00.000",,"MED","Y","W","M","52","DE","N","N","220.18","N"
"20125465","2022-02-09T02:25:03.000",,"MIN","Y","W","M","52","DE","N","N","263.15SM","N"
"20008052","2022-06-02T13:20:00.000",,"MED","N","B","M","31","DE","N","Y","110-125.25","N"
"20059450","2022-05-15T01:26:47.000",,"MED","N","O","M","27","DE","N","N","160.15","N"
"20218338","2022-04-23T01:05:25.000",,"MIN","N","O","M","59","DE","N","N","220.21","N"
"20213516","2021-03-24T12:43:46.000",,"MAX","Y","O","M","23","DE","N","Y","110-125.25","Y"
"20211773","2020-10-25T01:44:00.000",,"MAX","Y","B","M","19","DE","N","Y","125.25","Y"
"11988","2021-10-12T01:17:52.000",,"MAX","Y","O","M","47","DE","N","N","160.15","Y"
"136307","2022-05-05T04:02:57.000",,"MIN","Y","B","M","55","DE","N","N","120.05","N"
"20183682","2022-02-19T18:47:35.000",,"MED","Y","B","M","24","DE","N","N","125.25","Y"
"20064950","2020-11-06T19:35:50.000",,"MAX","Y","B","M","28","DE","N","Y","140.30","Y"
"10002104","2021-06-17T18:00:04.000",,"MIN","Y","B","M","60","DE","N","N","110-125.25","N"
"20205680","2019-07-13T22:32:00.000",,"MED","N","O","M","50","DE","N","N","125.25","N"
"20171542","2019-12-18T22:34:57.000",,"MAX","Y","W","M","23","DE","N","Y","230.34","Y"
"20188483","2021-08-11T20:41:20.000",,"MED","N","O","M","42","DE","N","N","220.18","N"
"49331","2020-07-29T20:55:35.000",,"MAX","N","B","M","43","DE","N","Y","125.25","Y"
"20075712","2021-09-19T20:29:15.000",,"MED","Y","B","M","30","DE","N","N","140.25","N"
"20210275","2022-03-04T01:41:28.000",,"MIN","Y","W","M","59","DE","N","N","150.15","N"
"141360","2021-01-19T16:50:19.000",,"MAX","Y","O","M","36","DE","N","N","130.45","Y"
"23140","2022-05-19T15:34:35.000",,"MED","N","B","M","52","DE","N","Y","120.05","N"
"55095","2021-10-30T01:54:33.000",,"MAX","N","B","M","36","CSP","N","Y",,"Y"
"20152682","2022-06-07T00:29:00.000",,,"N","O","M","32","DE","N","Y","220.16","N"
"111513","2022-05-19T00:07:29.000",,"MED","N","B","M","44","DE","N","N","130.50","N"
"20192942","2022-03-30T00:55:00.000",,"MED","Y","B","M","47","DE","N","N","160.15","N"
"20211428","2020-09-30T00:14:49.000",,"MED","Y","O","F","52","DE","N","N","125.25","N"
"14661","2022-02-12T16:49:10.000",,"MED","N","B","M","53","DNS","N","N",,"N"
"20080567","2022-04-05T18:50:00.000",,"MED","Y","B","M","33","DE","N","N","160.10","N"
"20185094","2022-06-01T15:57:00.000",,"MAX","Y","B","M","34","DE","N","N","140.30","N"
"20149865","2021-07-09T15:35:45.000",,"MAX","Y","O","F","39","DE","N","N","110-125.25","Y"
"20216960","2022-01-07T00:25:00.000",,"MED","N","B","M","18","DE","N","N","105.15","N"
"108615","2021-08-11T01:44:04.000",,"MIN","Y","W","M","49","DE","N","N","110-125.25","N"
"20060695","2022-04-19T15:45:24.000",,"MAX","N","B","M","27","DE","N","Y","120.10","N"
"20174505","2021-09-26T01:33:39.000",,"MAX","N","B","M","22","DE","N","N","110-160.15","Y"
"20208565","2019-12-10T12:25:21.000",,"MAX","Y","B","M","34","DE","N","N","130.35","Y"
"20185720","2021-12-31T11:04:45.000",,"MAX","Y","B","M","28","DE","N","N","130.35","N"
"20205457","2019-07-04T13:06:56.000",,"MED","Y","O","M","42","DE","N","N","125.25","Y"
"20152787","2021-12-07T20:45:41.000",,"MAX","Y","O","M","23","DE","N","N","140.30","N"
"138538","2022-05-31T12:24:30.000",,"MIN","N","O","M","45","DE","N","N","140.25","N"
"20213494","2021-03-22T14:58:36.000",,"MIN","Y","O","M","36","DE","N","N","220.16","N"
"20042047","2020-11-21T12:45:00.000",,"MAX","Y","B","M","31","DE","N","N","110-125.25","Y"
"7289","2019-04-25T20:18:41.000",,"MED","Y","B","M","42","DE","N","N","125.25","Y"
"20017850","2020-09-25T13:22:59.000",,"MAX","Y","B","M","31","DE","N","N","125.27","Y"
"20217278","2022-02-03T12:30:01.000",,"MIN","Y","O","M","29","DE","N","N","160.15","N"
"85319","2021-12-27T17:15:24.000",,"MAX","Y","O","M","44","DEP","N","N","160.15","N"
"20216305","2022-04-07T19:54:07.000",,"MAX","Y","B","F","25","DE","N","N","160.15","Y"
"20159724","2021-10-26T00:02:53.000",,"MAX","N","B","M","25","DE","N","N","265.03","Y"
"1693","2022-05-31T17:08:55.000",,"MED","N","B","M","56","DE","N","N","140.30","N"
"20145554","2021-06-28T13:05:05.000",,"MIN","Y","B","M","23","DE","N","N","265.03","N"
"20212409","2022-04-20T15:58:07.000",,"MIN","Y","B","M","34","DE","N","N","120.05","N"
"20120645","2022-03-10T20:50:42.000",,"MED","Y","B","M","27","DE","N","N","125.25","N"
"20013067","2021-03-11T12:36:56.000",,"MAX","N","B","M","32","DE","N","Y","110-125.25","Y"
"20145389","2020-01-03T20:25:35.000",,"MAX","Y","B","M","23","DE","N","Y","130.30","Y"
"86515","2021-06-16T16:16:50.000",,"MIN","Y","B","M","60","DE","N","N","160.10","N"
"20216252","2021-11-04T01:56:52.000",,"MAX","Y","B","M","22","DE","N","N","110-125.27","Y"
"10014382","2021-10-17T19:40:00.000",,"MED","N","O","M","44","DE","N","N","120.10","N"
"20150179","2022-06-02T13:08:31.000",,"MED","Y","O","M","27","DE","N","N","140.25","N"
"20161457","2021-11-20T17:16:29.000",,"MAX","N","B","M","24","DE","N","N","265.03","Y"
"91750","2021-06-22T12:31:49.000",,"MAX","N","B","M","43","DE","N","N","110-125.27","N"
"20037795","2021-11-23T19:53:00.000",,"MAX","N","O","M","29","DE","N","Y","265.02","N"
"10007004","2018-09-13T01:55:18.000",,"MAX","N","B","M","31","DE","N","Y","110-160.10","Y"
"20001077","2021-10-29T12:53:39.000",,"MED","N","O","M","49","DEP","N","N","110-125.25","N"
"20159819","2021-02-18T02:53:50.000",,"MAX","Y","A","M","27","SSR","N","Y",,"Y"
"20177632","2022-04-08T18:24:05.000",,"MED","N","O","M","26","DE","N","N","130.30","N"
"20218951","2022-06-01T18:25:18.000",,"MED","N","B","M","24","DE","N","N","130.75","N"
"20218198","2022-05-01T20:04:27.000",,"MED","Y","B","M","22","DE","N","N","265.03","N"
"20119738","2022-03-16T15:08:00.000",,"MAX","Y","B","M","40","DE","N","Y","140.25","N"
"20216564","2021-11-29T21:08:08.000",,"MED","N","O","M","50","DE","N","N","125.25","N"
"20214600","2021-06-23T13:54:24.000",,"MED","Y","B","M","23","DE","N","N","110-130.35","N"
"48869","2020-05-20T15:09:56.000",,"MIN","Y","B","M","61","DE","N","N","110-125.25","N"
"20218527","2022-05-06T02:20:57.000",,"MED","N","O","M","33","DE","N","N","160.15","N"
"75114","2021-12-19T11:28:06.000",,"MIN","N","B","M","59","DE","N","N","160.10","N"
"20216789","2021-12-18T01:01:46.000",,"MIN","N","B","M","51","DE","N","N","110-125.25","N"
"20194421","2020-02-26T16:50:00.000",,"MAX","Y","B","M","23","DE","N","N","160.15","Y"
"20035115","2021-08-12T16:07:40.000",,"MED","Y","O","M","29","DEP","N","N","140.30","N"
"20167310","2021-11-18T13:44:00.000",,"MAX","Y","B","M","23","DEP","N","Y","160.10","Y"
"20158448","2021-10-22T01:40:59.000",,"MAX","Y","W","M","26","DE","N","N","220.21","Y"
